Date,regime_causal,regime_viterbi,regime_effective,proba_0,proba_1,confidence,is_uncertain
2019-08-19,1,1,1,1.7247378993988282e-09,0.999999998275257,0.999999998275257,False
2019-08-20,1,1,1,7.024509223112042e-09,0.9999999929755177,0.9999999929755177,False
2019-08-21,1,1,1,1.026415884161493e-08,0.9999999897358407,0.9999999897358407,False
2019-08-22,1,1,1,4.021560669563729e-08,0.9999999597844188,0.9999999597844188,False
2019-08-23,1,1,1,1.8201508840481206e-07,0.9999998179848882,0.9999998179848882,False
2019-08-26,1,1,1,2.7102018982982147e-06,0.9999972897980802,0.9999972897980802,False
2019-08-27,1,1,1,0.00012886370184012462,0.9998711362981785,0.9998711362981785,False
2019-08-28,1,1,1,0.001962803272677176,0.9980371967273304,0.9980371967273304,False
2019-08-29,1,0,1,0.013544491797371785,0.9864555082026314,0.9864555082026314,False
2019-08-30,1,0,1,0.22753257381745579,0.7724674261825352,0.7724674261825352,False
2019-09-03,0,0,0,0.9804769451902888,0.01952305480970852,0.9804769451902888,False
2019-09-04,0,0,0,0.9991517539878918,0.0008482460121052375,0.9991517539878918,False
2019-09-05,0,1,0,0.9801087387564991,0.019891261243480788,0.9801087387564991,False
2019-09-06,0,1,0,0.9304084973239914,0.06959150267600675,0.9304084973239914,False
2019-09-09,0,1,1,0.6781912923696621,0.32180870763033653,0.6781912923696621,False
2019-09-10,1,1,1,0.14230842700466184,0.857691572995317,0.857691572995317,False
2019-09-11,1,1,1,0.006161168651390643,0.9938388313485866,0.9938388313485866,False
2019-09-12,1,1,1,0.0004795090493923408,0.9995204909506018,0.9995204909506018,False
2019-09-13,1,1,1,3.398180311336554e-05,0.9999660181968939,0.9999660181968939,False
2019-09-16,1,1,1,7.578378176168531e-06,0.999992421621822,0.999992421621822,False
2019-09-17,1,1,1,1.0074276929994717e-05,0.9999899257230556,0.9999899257230556,False
2019-09-18,1,1,1,6.889696465859226e-06,0.9999931103035086,0.9999931103035086,False
2019-09-19,1,1,1,6.210173757774012e-06,0.9999937898262621,0.9999937898262621,False
